id,sentence,label
1673,a pendent most often requires one or more of the same as itself to completely function.,0
1674,inertia is special case of [energy conservation].,1
1675,"in 1985, the ichiwa-kai faction sent a team of hitmen to assassinate takenaka at his mistress's home in suita, osaka.",0
1676,some bovril lovers (as seen at football matches) like to shake white pepper and a little cayenne into the drink.,0
1677,"sometimes the balalaika is tuned ""guitar style"" to g-b-d (mimicking the three highest strings of the russian guitar), making it easier to play for russian guitar players, although balalaika purists frown on this tuning.",0
1678,"a skinhead is  a member of a subculture that originated among working class youths in the united kingdom in the late 1960s , and then spread to other parts of the world .",1
1679,an impi is an isizulu word for any armed body of men .,1
1680,clam is burrowing marine mollusk living on sand or mud.,1
1681,"a hamd is usually written in either arabic, persian, punjabi, or urdu.",0
1682,"in computing, a comment is information in a file that is primarily intended as an annotation.",1
1683,twerps ('the world's easiest role-playing system')  is  a minimalist role-playing game (rpg) originally created by reindeer games (whose sole product was the twerps line) and distributed by gamescience.,1
1684,world health organization recommended maximum allowable concentration in drinking water for chromium (vi) is 0.05 milligrams per liter.,0
1685,"the heracleidae or heraclids were the numerous descendants of heracles ( hercules ) , especially applied in a narrower sense to the descendants of hyllus , the eldest of his four sons by deianira ( hyllus was also sometimes thought of as a son of melite with heracles ) .",1
1686,"the asterales are an order of dicotyledonous flowering plants which include the composite family asteraceae (sunflowers, daisies, thistles etc.) and its related families.",1
1687,"the sackbut (var. sacbutt; sackbutt; sagbutt;), a brass instrument from the renaissance and baroque eras,  is  the ancestor of the modern trombone .",1
1688,the vaquita (phocoena sinus) is a rare species of porpoise.,1
1689,an antioxidant is a molecule capable of slowing or preventing the oxidation of other molecules.,1
1690,"over the next ten years jackopierce toured extensively, mainly in the usa (44 us states), but also to other countries.",0
1691,"the euphonium is a conical-bore, baritone-voiced brass instrument .",1
1692,"other notable nmp partners include: gluva soba, lokomotiva, kanal 103, line i+m, pogon, project pechat, comeclean, etc.",0
1693,moreover author compare pbit with algorithm described by donald e.,0
1694,adidas predator is a range of football boots developed by german sportswear manufacturers adidas.,1
1695,"in the middle of the twentieth century, german photographers bernd and hilla becher raised typology to an art form by photographing countless similar architectural features including water towers, workers' houses and industrial landscapes.",0
1696,incredible and frozone follow the underminer underground and fight more robots along the way.,0
1697,"about 75,000 motor vehicles and a large number cyclists, mopeds and pedestrians use the tunnel daily, making the maastunnel an important part of rotterdam's road network.",0
1698,"a hogshead is a large cask of liquid ( less often , of a food commodity ) .",1
1699,"the population of szentistv̰��n is on the decrease, unfortunately, because some of its young inhabitants move into larger towns.",0
1700,"the month is  a unit of time , used with calendars , which is approximately as long as some natural period related to the motion of the moon ; month and moon are cognates .",1
1701,"it may have been preceded by an optional ""pre-answer"" motion to dismiss or demurrer; if such a motion is unsuccessful, the defendant must file an answer to the complaint or risk an adverse default judgment.",0
1702,arsenic was first written about by albertus magnus (germany) in 1250.,0
1703,"the word locus (plural loci)  is  latin for "" place "".",1
1704,"sacrebleu is also used in several recent disney movies depicting french characters, including the aristocats, the little mermaid (1989 film) and beauty and the beast.",0
1705,"in mathematics, a lemma (plural lemmata or lemmas; from the greek λήμμα, ""lemma"" meaning ""anything which is received, such as a gift, profit, or a bribe."") is  a [[ proven proposition ]] which is used as a stepping stone to a larger result rather than as a statement in-and-of itself.",1
1706,the hydrogen atoms of the alkane are progressively replaced by halogen atoms.,0
1707,"in vector calculus, curl (or: rotor) is a vector operator that shows a vector field's ""rotation""; that is, the direction of the axis of rotation and the magnitude of the rotation.",1
1708,scrabble is a word game in which two to four players score points by forming words from individual lettered tiles on a game board marked with a 15-by-15 grid .,1
1709,"for a list of these organizations, see caving organizations.",0
1710,"in christianity, docetism (from the greek δοκέω, ""to seem"") is the belief that jesus' physical body was an illusion, as was his crucifixion; that is, jesus only seemed to have a physical body and to physically die, but in reality he was incorporeal, a pure spirit, and hence could not physically die.",1
1711,kyma was granted its initial license on april 29 1988.,0
1712,"in geometry , a pentagon is any five-sided polygon .",1
